Date,Close,High,Low,Open,Volume
,MSFT,MSFT,MSFT,MSFT,MSFT
2015-08-18,41.257659912109375,41.39730914474301,40.76015931275828,40.882351975125175,23574100
2015-08-19,40.68159103393555,41.09181195639244,40.411019291325815,40.82996683086731,31485500
2015-08-20,39.852439880371094,40.559416033239565,39.852439880371094,40.210291267242674,36238200
2015-08-21,37.591861724853516,39.69533007086609,37.591861724853516,39.53822427493983,70053100
2015-08-24,36.3786506652832,37.26018559432725,34.66794717497033,35.3050968423981,88753700
2015-08-25,35.322566986083984,37.74024733620928,35.25274069620997,37.15546381176705,70616600
2015-08-26,37.277652740478516,37.39111878536197,35.83752061642106,36.666686083529704,63408000
2015-08-27,38.316287994384766,38.359927746095984,37.46966282728868,37.73150466705562,50943200
2015-08-28,38.34247970581055,38.53449865143913,37.87116229172241,37.87989224170574,28246700
2015-08-31,37.9846305847168,38.342481976718815,37.61804924221441,38.019543727717135,34441700
2015-09-01,36.50084686279297,37.17290972740822,36.3611976525807,36.806328469663626,49688900
2015-09-02,37.844974517822266,37.86243108617458,36.55321842525084,36.97216607720644,37671500
2015-09-03,37.967166900634766,38.3861145496535,37.775147979605364,37.888614008350004,28285200
2015-09-04,37.19038391113281,37.56569196563461,36.83253243236381,37.364946338959456,37138800
2015-09-08,38.30756378173828,38.40357324757725,37.70532712715769,37.79260664364758,32469800
2015-09-09,37.591861724853516,38.75269862480869,37.45221249841908,38.58686287938641,33469500
2015-09-10,37.78388595581055,38.2202902657751,37.312568501968684,37.63550675908226,31366600
2015-09-11,37.9497184753418,38.04572795645742,37.478401020501835,37.65296341075745,27132500
2015-09-14,37.5656852722168,37.914806736162575,37.40857944811592,37.906080114601764,23656000
2015-09-15,38.38611602783203,38.656687851565415,37.60059040423524,37.69659653894701,28882200
2015-09-16,38.66542053222656,38.73524681878076,38.263929373041734,38.377395423942005,23372200
2015-09-17,38.62177276611328,39.276379084183,38.47339693217744,38.65668590215698,32768200
2015-09-18,37.9497184753418,38.394852736968645,37.81879917977558,37.967175047317426,63143700
2015-09-21,38.49958419799805,38.81379579667819,38.05444999003442,38.07190655990557,26177200
2015-09-22,38.316287994384766,38.447207249518414,37.801330933393274,37.862427251688906,28085900
2015-09-23,38.290103912353516,38.551945768755445,37.97589235287127,38.34247361543384,17145200
2015-09-24,38.32503128051758,38.51705026695573,37.76643422488051,37.92354006296607,27905600
2015-09-25,38.351200103759766,39.040719542550235,38.19409432455434,38.82251744137602,29384600
2015-09-28,37.78388595581055,38.48213218585369,37.71405966805591,38.25520340965242,27613800
2015-09-29,37.914794921875,38.028260943814125,37.574400185557366,37.853698601484645,32763600
2015-09-30,38.630496978759766,38.66541011262843,38.10681328872856,38.29883219550653,34958900
2015-10-01,38.93599319458008,39.05818586904805,38.185377246276026,39.05818586904805,28657900
2015-10-02,39.77388000488281,39.77388000488281,38.33374475937753,38.63922970846953,41839000
2015-10-05,40.69906234741211,40.92599109834319,39.887350154908155,39.93098991514487,34369300
2015-10-06,40.80378723144531,41.17909505950626,40.34119990688156,40.43720935073427,27017200
2015-10-07,40.84743118286133,41.32747512202161,40.10554539774995,41.10927302881242,27711500
2015-10-08,41.414764404296875,41.47586073354671,40.58559565512018,40.637965364262996,33772700
2015-10-09,41.11800765991211,41.493315569335,40.952171919306586,41.41476267365346,28600600
2015-10-12,41.021995544433594,41.08309186718233,40.585591336514085,41.004538976576825,19769100
2015-10-13,40.92598342895508,41.13545890013672,40.63795840176744,40.63795840176744,19987800
2015-10-14,40.742698669433594,41.10927661988737,40.61177607027153,40.71651548140119,24697800
2015-10-15,41.030723571777344,41.048180140233214,40.611775917336416,41.030723571777344,27189400
2015-10-16,41.467124938964844,41.493311454595265,40.93471462047614,41.03945069449854,26450300
2015-10-19,41.563148498535156,41.79008062034265,41.03946462121167,41.38858609626036,29387600
2015-10-20,41.694061279296875,41.72897441740119,41.03945492259146,41.40603288418644,30802200
2015-10-21,41.19655990600586,41.88607938728256,41.118007011562945,41.824979732049144,25144300
2015-10-22,41.92097854614258,42.72396385530135,41.10054000220789,41.48457442776258,56637100
2015-10-23,46.14537811279297,47.19274883456701,45.60423784951794,45.64787760261275,135227100
2015-10-26,47.34986877441406,47.41096511292422,45.82245365265877,45.84863684644863,64633300
2015-10-27,46.86110305786133,47.45461330549183,46.765096887084,47.12294836025816,50999900
2015-10-28,47.11420440673828,47.11420440673828,46.136659777993714,46.73016984924943,47000800
2015-10-29,46.57306671142578,46.98328781254795,46.45087404202782,46.730172523366164,30202100
2015-10-30,45.944644927978516,47.122938555085106,45.927188356150936,46.538155052113545,46619800
2015-11-02,46.468318939208984,46.573055011023214,45.92717535425279,46.12792087918827,30285000
2015-11-03,47.2625846862793,47.47205687540772,46.17157399019252,46.19775718145847,36596900
2015-11-04,47.48078918457031,47.899736913142924,47.184034127310476,47.28877022707849,37087800
2015-11-05,47.46333312988281,47.74263161863934,47.131664925921704,47.55934260967423,31468500
2015-11-06,47.93464279174805,47.98701250208328,47.09674740338617,47.21021344436235,32851200
2015-11-09,47.271305084228516,47.89099827895133,46.74762135084303,47.61169984387907,32513100
2015-11-10,46.7039794921875,47.24512313766982,46.49450732512989,47.19275343115538,55283700
2015-11-11,46.826175689697266,47.30621968170673,46.66033994972121,46.86981544724357,36516300
2015-11-12,46.53814697265625,47.11420042495544,46.42468094022609,46.677796193531805,35361100
2015-11-13,46.11919403076172,46.51195845998323,45.84862223963142,46.31993955469723,36848200
2015-11-16,46.930912017822266,47.03564810237819,46.12792649089323,46.32867536975056,32165200
2015-11-17,46.54429244995117,47.036357572431456,46.43884705061204,46.72002807829856,31551300
2015-11-18,47.31753921508789,47.43177005655211,46.55307849562612,46.57065272907771,29710000
2015-11-19,47.3966178894043,48.02927683650099,47.256027384709704,47.44055514557426,28149200
2015-11-20,47.61628723144531,47.71294382474429,46.80789272738433,47.66900992377433,37147600
2015-11-23,47.61628723144531,47.85353431901324,47.22966421019116,47.66900992377433,28235900
2015-11-24,47.66902542114258,47.83597563988125,47.08030358247763,47.379055546975394,24600000
2015-11-25,47.17695999145508,47.65145435239383,47.17695999145508,47.52843804073039,21005100
2015-11-27,47.3878288269043,47.519633881454645,47.26481256369292,47.273598003090115,9009100
2015-11-30,47.75688934326172,48.29289178053415,47.44934860971652,47.92384290027991,56241400
2015-12-01,48.521339416503906,48.53012485551122,47.71294159822494,47.80959818701346,39952800
2015-12-02,48.51254653930664,49.17156502341875,48.38074485364903,48.6092031199537,47274900
2015-12-03,47.62507629394531,49.004621574295214,47.38782920502668,48.75858904590928,38627800
2015-12-04,49.12764358520508,49.40882460823501,47.537210700238994,47.55478493317114,43963700
2015-12-07,49.039772033691406,49.18036253448775,48.58285206811783,49.02219780209912,30709800
2015-12-08,49.02220916748047,49.29460144045785,48.3192565005252,48.74102810069836,32878000
2015-12-09,48.310455322265625,49.09249017327402,47.897469269824036,48.65314445006105,36373200
2015-12-10,48.56528091430664,48.90797007221896,48.33681924107032,48.6707229586007,31775800
2015-12-11,47.5020637512207,48.41590036479361,47.45812649461662,48.07321121571101,39549500
2015-12-14,48.4510498046875,48.51255794284098,47.16816099185478,47.73931181978523,46768900
2015-12-15,48.50376892089844,49.11885360895633,48.40711232466824,48.90796618518664,39843000
2015-12-16,49.32094955444336,49.426391584613526,48.11713991489564,48.802521490855966,37503300
2015-12-17,48.94309997558594,49.900873507197964,48.793720730208925,49.52303602717132,41280900
2015-12-18,47.56357192993164,49.20672409971772,47.47570076858833,49.00462545654121,84684200
2015-12-21,48.17866516113281,48.63558187305274,47.651448155779356,48.222599073593265,37246300
2015-12-22,48.63556671142578,48.74979752976684,47.888680376604015,48.31924062915623,28322200
2015-12-23,49.04855728149414,49.10127997606459,48.71465358643183,48.94311524429517,27279800
2015-12-24,48.91676330566406,49.171584692584645,48.70587918347941,49.08371686699816,9558500
2015-12-28,49.162776947021484,49.162776947021484,48.310445347352335,48.63556017685804,22458300
2015-12-29,49.689998626708984,49.95360537964742,49.259441712362616,49.46154033468014,27731400
2015-12-30,49.47911834716797,49.892101062626686,49.46154411536986,49.619708849610895,21704500
2015-12-31,48.74980163574219,49.373671765792395,48.697078941619196,49.241870058397765,27334100
2016-01-04,48.15229034423828,48.15229034423828,46.91333554527538,47.730518854372384,53778000
2016-01-05,48.37196350097656,48.6707187271208,47.92383233773114,48.266521465849735,34079700
2016-01-06,47.4932861328125,47.80083024168627,47.13302266671792,47.730533296134716,39518900
2016-01-07,45.84133529663086,47.00121119458946,45.75346748481895,46.30704408467203,56564900
2016-01-08,45.981910705566406,46.816664638609645,45.823746026224555,46.01705580502174,48754000
2016-01-11,45.955562591552734,46.438842223154175,45.217461632617876,46.140086993300976,36943800
2016-01-12,46.37733459472656,46.65851559624819,45.74467901727386,46.35976036313872,36095500
2016-01-13,45.37562942504883,47.510850080619065,45.07687417503655,47.273602968673245,66883600
2016-01-14,46.66730880737305,46.93970104292513,45.31412301444078,45.69196064950553,52381900
2016-01-15,44.804473876953125,45.6655910066687,44.23332315274125,45.08565484371978,71820700
2016-01-19,44.4266471862793,45.41078081057424,43.98730139929769,45.235041825393125,43564500
2016-01-20,44.628746032714844,45.14717419759913,43.14375512126303,43.91700464812858,63273000
2016-01-21,44.35634231567383,45.32290488527187,44.198177592502184,44.81326225462062,40191200
2016-01-22,45.94677734375,45.981925806689404,45.04172285874079,45.17352791879261,37555800
2016-01-25,45.5074348449707,46.26311009212976,45.384418567887536,45.63923656244174,34707700
2016-01-26,45.84133529663086,46.078582410853606,45.296547489124265,45.50743493019188,28900800
2016-01-27,45.00658416748047,45.8677015206742,44.83084517965794,45.70074797386872,36775200
2016-01-28,45.74467849731445,45.876480204812246,45.03293720983553,45.56893953537549,62513800
2016-01-29,48.40711975097656,48.40711975097656,47.44934578530657,48.09079024276374,83611700
2016-02-01,48.07320785522461,48.40711154081059,47.888683457377816,48.222587142963796,44208500
2016-02-02,46.57065963745117,47.677809693599905,46.26311888628286,47.59872730730765,56313800
2016-02-03,45.83255386352539,46.91334413263148,45.04173008030511,46.790327844562206,57559800
2016-02-04,45.691959381103516,46.40370072431604,45.13838278082711,45.779827192982616,46987100
2016-02-05,44.075164794921875,45.691957262918194,43.54795124420347,45.63923456706955,62009000
2016-02-08,43.4161491394043,43.55673965264005,42.34414438101779,43.5391654194928,59290500
2016-02-09,43.30192947387695,44.14547612290888,42.76592695636954,43.073471087894056,46740500
2016-02-10,43.67975616455078,44.27726668695946,43.51280597667922,43.83792091177321,38237000
2016-02-11,43.66217041015625,44.03122250694075,42.62531438615693,42.77469365331346,48878600
2016-02-12,44.37392044067383,44.53208517772664,43.71490182026778,44.15424756720515,34243300
2016-02-16,45.21467208862305,45.21467208862305,44.3650724863492,45.04652322234241,37291200
2016-02-17,46.3917236328125,46.701475827030094,45.533275461201775,45.56867629071388,40789000
